time_ms,band0,band1,band2,band3,band4,band5,band6,band7,total
231,0.673009,0.668873,0.155465,0.0719873,0.0100715,0.000510754,3.89665e-05,1.12797e-05,1.57997
232,0.717769,0.713339,0.171077,0.0808546,0.0121398,0.000727521,6.69572e-05,1.92724e-05,1.69599
233,0.669527,0.665377,0.159723,0.0753589,0.0111291,0.000614991,4.98101e-05,1.42802e-05,1.58179
234,0.629112,0.625196,0.142006,0.0649718,0.00879706,0.000418564,3.01108e-05,8.59281e-06,1.47054
235,0.69277,0.688439,0.155589,0.070706,0.00928812,0.0004082,2.65613e-05,7.54271e-06,1.61723
236,0.652398,0.648302,0.149698,0.0689685,0.00946486,0.000455342,3.28316e-05,9.28422e-06,1.52933
237,0.560915,0.557379,0.125368,0.0570729,0.00769719,0.000401517,3.7631e-05,1.05921e-05,1.30888
238,0.716889,0.71235,0.180974,0.0895385,0.0160961,0.00144935,0.00018842,5.27272e-05,1.71754
239,0.597227,0.59343,0.137906,0.0641541,0.00921787,0.000492167,3.77593e-05,1.053e-05,1.40248
240,0.550473,0.546959,0.126448,0.0586127,0.00835313,0.000449983,3.62536e-05,1.00666e-05,1.29134
241,0.618815,0.614848,0.149321,0.0713218,0.0111195,0.000687079,5.80779e-05,1.60446e-05,1.46619
242,0.615433,0.611471,0.143093,0.0669167,0.00984946,0.000572842,5.02733e-05,1.38176e-05,1.4474
243,0.488614,0.485456,0.104573,0.0465478,0.00588713,0.00025353,1.65007e-05,4.51647e-06,1.13135
244,0.479294,0.476184,0.104854,0.0473963,0.00635513,0.000318902,2.47932e-05,6.76236e-06,1.11443
245,0.433538,0.430713,0.0942928,0.0423407,0.00548736,0.000245796,1.64927e-05,4.47527e-06,1.00664
246,0.439544,0.436668,0.0926784,0.0408759,0.0050334,0.000207435,1.30787e-05,3.53271e-06,1.01502
247,0.478748,0.475602,0.105782,0.0480585,0.00652079,0.000329346,2.53826e-05,6.81965e-06,1.11507
248,0.480184,0.477018,0.105038,0.0473419,0.00621431,0.000284375,1.92843e-05,5.16623e-06,1.1161
249,0.445356,0.442406,0.10268,0.0483117,0.00756852,0.000546776,5.96529e-05,1.58924e-05,1.04694
250,0.41261,0.409866,0.0931609,0.0434717,0.00675661,0.000503345,5.70723e-05,1.51272e-05,0.96644
251,0.490674,0.487399,0.10573,0.0473304,0.00616563,0.000294329,2.20032e-05,5.80789e-06,1.13762
252,0.38009,0.377543,0.0786911,0.0344146,0.00417498,0.000172122,1.10293e-05,2.89833e-06,0.8751
253,0.352596,0.350224,0.0736197,0.0324426,0.00405496,0.000177688,1.19028e-05,3.11705e-06,0.813129
254,0.413025,0.410235,0.0867565,0.0384212,0.00495155,0.000262687,2.584e-05,6.7415e-06,0.953684
255,0.297069,0.295055,0.0574709,0.0241975,0.00268854,0.000141252,2.25162e-05,5.83527e-06,0.676651
256,0.338356,0.336053,0.0681241,0.0293009,0.00337871,0.000125757,7.26395e-06,1.87679e-06,0.775348
257,0.439234,0.436232,0.109597,0.0547726,0.0105698,0.00108923,0.000150279,3.86141e-05,1.05168
258,0.319001,0.316813,0.0653961,0.0285784,0.00351355,0.000151934,1.01012e-05,2.58436e-06,0.733467
259,0.401118,0.398356,0.087804,0.0399077,0.00552418,0.000294906,2.33168e-05,5.9409e-06,0.933035
260,0.30505,0.302941,0.0576249,0.0239053,0.00248082,7.55887e-05,3.57955e-06,9.07792e-07,0.692082
261,0.295381,0.293332,0.0581439,0.0247351,0.00277,9.61196e-05,5.01261e-06,1.26637e-06,0.674464
262,0.28719,0.285189,0.0559953,0.0237067,0.00262967,9.20889e-05,5.0326e-06,1.26449e-06,0.654809
263,0.254827,0.253045,0.0496774,0.0211759,0.00245674,9.91176e-05,6.2809e-06,1.57133e-06,0.581289
264,0.310202,0.308025,0.0636397,0.0279169,0.00349624,0.000154874,1.01338e-05,2.52558e-06,0.713447
265,0.273091,0.271168,0.05188,0.0216493,0.00230996,7.61029e-05,3.94954e-06,9.79958e-07,0.62018
266,0.249948,0.248181,0.0491539,0.0211152,0.00252897,0.000111285,7.8716e-06,1.94504e-06,0.571049
267,0.236118,0.234443,0.0432154,0.0176948,0.00180272,5.61708e-05,2.82434e-06,6.94398e-07,0.533333
268,0.240381,0.238669,0.0480331,0.0206861,0.00242767,9.33267e-05,5.34695e-06,1.30994e-06,0.550296
269,0.23403,0.232357,0.0438533,0.0181641,0.0018963,5.91947e-05,2.83648e-06,6.91005e-07,0.530364
270,0.217605,0.216043,0.0402545,0.0166531,0.00178552,6.60271e-05,4.12564e-06,9.99928e-07,0.492412
271,0.243013,0.241262,0.046381,0.0194738,0.00212772,7.21736e-05,3.69877e-06,8.93156e-07,0.552335
272,0.23995,0.238215,0.0474034,0.0203805,0.00290495,0.000993992,0.000559213,0.000134597,0.550541
273,0.209222,0.207705,0.041124,0.0177837,0.00222416,0.000109703,8.46444e-06,2.02675e-06,0.478179
274,0.220663,0.219056,0.0437254,0.0190444,0.00247608,0.000139235,1.23563e-05,2.94186e-06,0.505118
275,0.174696,0.173419,0.0303213,0.0120436,0.00112294,2.94988e-05,1.25544e-06,2.97975e-07,0.391633
276,0.200858,0.199384,0.0354834,0.0142804,0.00141428,4.62948e-05,2.68614e-06,6.34145e-07,0.451469
277,0.173516,0.172238,0.029789,0.0117544,0.00107369,2.71219e-05,1.12123e-06,2.63704e-07,0.3884
278,0.187457,0.186072,0.0349109,0.0145625,0.00160383,5.75045e-05,3.02207e-06,7.07363e-07,0.424667
279,0.203901,0.20239,0.0359172,0.014389,0.00137697,3.76362e-05,1.63147e-06,3.80934e-07,0.458014
280,0.140109,0.139067,0.0241556,0.00965379,0.000958678,3.20084e-05,1.75164e-06,4.06776e-07,0.313978
281,0.161909,0.1607,0.0272281,0.0106328,0.000944839,2.23265e-05,8.47765e-07,1.95933e-07,0.361438
282,0.166217,0.164971,0.0286398,0.0113477,0.0010578,2.79905e-05,1.18342e-06,2.72334e-07,0.372262
283,0.161203,0.159991,0.0273222,0.0107052,0.000956779,2.26285e-05,8.35631e-07,1.91576e-07,0.360202
