time_ms,band0,band1,band2,band3,band4,band5,band6,band7,total
67,12.9854,6.66166,3.77572,2.99395,1.97899,1.03573,0.571714,0.340736,30.3439
68,11.4086,6.0993,3.24915,2.52601,1.69017,0.900813,0.503445,0.291006,26.6685
69,10.1822,4.20812,1.64365,1.26706,0.897211,0.528954,0.323655,0.160952,19.2118
70,8.49339,3.51542,1.25355,0.92915,0.600802,0.303555,0.162226,0.0840428,15.3421
71,10.8937,4.83552,1.96751,1.57628,1.06755,0.592573,0.347675,0.207502,21.4883
72,13.8039,7.94477,4.21558,3.42051,2.34221,1.31849,0.778959,0.446682,34.2711
73,12.6128,7.50302,5.03819,3.98131,2.80143,1.6449,1.00192,0.54099,35.1246
74,10.0409,4.60566,2.5468,1.96798,1.27539,0.651483,0.352344,0.198284,21.6388
75,9.09964,4.31081,2.47402,1.93253,1.29608,0.711635,0.413569,0.221999,20.4603
76,7.88636,3.37961,1.7617,1.33253,0.822013,0.382508,0.18873,0.100061,15.8535
77,9.01229,4.36478,2.19209,1.63987,0.973374,0.425738,0.19927,0.106435,18.9139
78,7.54638,3.43194,1.48396,1.10754,0.729358,0.377982,0.203513,0.0998055,14.9805
79,7.84176,3.55093,1.69699,1.3227,0.789524,0.347291,0.162192,0.0915644,15.803
80,7.77336,3.53955,2.22241,1.70123,1.1497,0.632598,0.362356,0.189332,17.5705
81,7.06736,3.44811,1.84356,1.4175,0.897672,0.445185,0.234626,0.130742,15.4848
82,7.51752,4.33126,2.68737,2.14061,1.36016,0.672291,0.350173,0.200208,19.2596
83,6.36479,2.78155,1.50261,1.18152,0.730457,0.348393,0.177244,0.102602,13.1892
84,6.1462,2.82492,1.46328,1.07556,0.627479,0.269393,0.124532,0.0637681,12.5951
85,5.87576,2.35336,1.10353,0.851851,0.492139,0.20887,0.0957701,0.0524044,11.0337
86,4.29808,1.52511,0.574129,0.418704,0.234306,0.094415,0.0413688,0.0208127,7.20693
87,5.54797,2.4698,1.11687,0.846307,0.500278,0.221098,0.104927,0.0550717,10.8623
88,4.74994,2.12737,1.11002,0.832399,0.468054,0.189864,0.083275,0.0422199,9.60314
89,4.77719,1.82259,0.699061,0.494888,0.287653,0.124878,0.0588544,0.0248379,8.28995
90,5.02099,2.15477,0.895594,0.681328,0.371382,0.141534,0.0582031,0.0317998,9.3556
91,3.82011,1.65858,0.74925,0.54641,0.334204,0.15486,0.0753985,0.0356849,7.3745
92,3.83253,1.39561,0.688772,0.521728,0.285277,0.109056,0.0447825,0.02415,6.90191
93,5.23822,2.86722,1.89912,1.60193,1.17383,0.728039,0.446968,0.248394,14.2037
94,3.79846,1.56005,1.23443,0.93201,0.578219,0.285082,0.150391,0.0739818,8.61263
95,3.29433,1.42122,0.837238,0.608874,0.33979,0.137882,0.0611583,0.0266867,6.72718
96,3.56397,1.5022,0.692413,0.521884,0.311043,0.14057,0.067898,0.035535,6.83551
97,3.74341,1.31432,0.405143,0.291236,0.162122,0.0647355,0.0278235,0.0121527,6.02095
98,3.14899,1.12161,0.364823,0.285481,0.179219,0.0900367,0.0476819,0.0258618,5.2637
99,2.75925,1.1857,0.762016,0.603649,0.352244,0.1546,0.0725721,0.0397979,5.92983
100,2.83274,1.10779,0.613628,0.493821,0.325973,0.174826,0.0961983,0.0522886,5.69726
101,3.01943,1.28164,0.732821,0.490268,0.299996,0.144874,0.0746052,0.0276895,6.07132
102,2.26421,0.717078,0.2929,0.203873,0.101315,0.0320528,0.0108117,0.00465699,3.6269
103,2.62306,1.27035,0.686829,0.502937,0.275079,0.107859,0.0458421,0.0204613,5.53241
104,1.97255,0.636924,0.205552,0.145105,0.0711667,0.0225703,0.00778447,0.00386947,3.06552
105,2.46112,1.01603,0.686645,0.540939,0.322424,0.146204,0.0698268,0.0371061,5.2803
106,2.37124,0.929897,0.386629,0.284663,0.144583,0.0486342,0.0174809,0.00877349,4.1919
107,3.02246,1.39591,0.606975,0.446146,0.258178,0.113897,0.0540232,0.0246925,5.92228
108,1.66678,0.39271,0.130309,0.0870939,0.0427226,0.0137555,0.00483504,0.00198961,2.3402
109,2.46817,1.41817,0.655598,0.504743,0.310234,0.150023,0.0758312,0.038016,5.62079
110,2.62891,1.28875,0.821674,0.643188,0.384516,0.177518,0.0863201,0.0440901,6.07497
111,2.11247,1.04505,0.694557,0.513704,0.272141,0.102082,0.0415705,0.0206929,4.80227
112,1.83599,0.842725,0.407513,0.270844,0.128484,0.0412497,0.0155128,0.00545097,3.54776
113,1.5779,0.455978,0.243754,0.156625,0.0785237,0.0262013,0.00943155,0.00336317,2.55178
114,1.68686,0.568954,0.236458,0.164106,0.0752892,0.0217615,0.00693954,0.00314525,2.76351
115,1.54605,0.582461,0.254687,0.175857,0.0925955,0.0336578,0.0130289,0.00612054,2.70446
116,1.25401,0.430304,0.19005,0.118813,0.0557346,0.0171493,0.00591641,0.00233393,2.07431
117,1.11249,0.395829,0.136112,0.0878372,0.0408574,0.0121114,0.00394081,0.00154924,1.79072
118,1.51171,0.726291,0.486759,0.366986,0.196421,0.074969,0.0306745,0.0150413,3.40885
119,1.36698,0.387403,0.104779,0.0698629,0.0317217,0.00900009,0.00280562,0.00121376,1.97376
120,0.987552,0.374888,0.160096,0.114065,0.0505346,0.0133567,0.00375867,0.00181243,1.70606
121,0.994505,0.196085,0.0501366,0.0356057,0.016733,0.00503925,0.0016518,0.000775068,1.30053
122,1.26078,0.637564,0.275997,0.193271,0.0871953,0.0238324,0.00705055,0.0031978,2.48889
123,1.03639,0.541564,0.31805,0.227669,0.114026,0.0385985,0.0140953,0.00667698,2.29707
124,1.02401,0.368498,0.121668,0.0785376,0.0365313,0.0107856,0.00345882,0.00149285,1.64498
125,0.946317,0.258462,0.0122834,0.00751254,0.00377323,0.00136125,0.000552774,0.000191783,1.23045
126,0.575406,0.105591,0.0244395,0.0123548,0.00557422,0.00158125,0.000493793,0.000103851,0.725544
127,1.07068,0.476056,0.254731,0.174508,0.0767576,0.0204455,0.00591383,0.00253624,2.08163
128,0.919738,0.381594,0.179322,0.111683,0.047662,0.0121611,0.00342185,0.00119708,1.65678
129,0.739085,0.231407,0.109149,0.0714906,0.0310711,0.0082382,0.0024072,0.000931954,1.19378
130,1.22442,0.715597,0.646981,0.52338,0.321836,0.1539,0.0742792,0.035184,3.69557
131,0.786227,0.351795,0.45699,0.322513,0.19316,0.0903421,0.043412,0.016343,2.26078
132,1.03226,0.446539,0.107948,0.0705095,0.0344738,0.012346,0.005095,0.00127359,1.71044
133,0.832518,0.340212,0.158704,0.109036,0.0453141,0.0109287,0.00286526,0.00127248,1.50085
134,0.507268,0.107219,0.0279553,0.0163206,0.00631313,0.00139274,0.000348927,0.000136156,0.666954
135,0.765742,0.323894,0.144969,0.0986241,0.0412915,0.0104486,0.00298532,0.00116285,1.38912
136,0.594589,0.244512,0.15223,0.101135,0.0436937,0.0115608,0.00337559,0.00120304,1.1523
137,0.656725,0.293721,0.147015,0.102047,0.0421048,0.0102819,0.00278623,0.00123359,1.25591
138,0.497676,0.0963437,0.095985,0.062999,0.0310854,0.0103056,0.00365285,0.00111928,0.799167
139,0.553709,0.228817,0.0710981,0.0456163,0.0158954,0.00258036,0.00046474,0.000194087,0.918375
140,0.377651,0.104891,0.0756278,0.0444829,0.0203962,0.00662277,0.00248896,0.000497048,0.632658
141,0.430596,0.1016,0.0178975,0.0106612,0.00397823,0.000820196,0.000193829,7.47588e-05,0.565822
142,0.501952,0.135904,0.0348417,0.0240754,0.010558,0.00291126,0.000891609,0.000878588,0.712012
143,0.733758,0.339526,0.114497,0.0727966,0.0279688,0.0060357,0.00145203,0.000564923,1.2966
144,0.32253,0.070197,0.0410519,0.0252075,0.0104125,0.00270542,0.000827093,0.000241674,0.473173
145,0.364734,0.124083,0.0307636,0.0150523,0.00647786,0.00171918,0.000498982,0.000211012,0.543539
146,0.465809,0.161406,0.0900569,0.059742,0.0232419,0.00521492,0.00132176,0.00052245,0.807315
147,0.446136,0.213946,0.135725,0.0900098,0.0358344,0.00831192,0.00214799,0.000890009,0.933001
148,0.42039,0.107848,0.0365349,0.0202127,0.00843,0.00213679,0.00060245,0.000190048,0.596345
